S0,Mean,Median,5th pct,95th pct,Prob(ST < S0),Log_loss,Simp_loss,alpha,VaR_log,ES_log,VaR_simp,ES_simp
219.39,683.23,499.55,133.76,1790.02,0.16,0.16,0.16,0.05,-0.49,-0.91,-0.39,-0.58
